Year,State,District,Rape Cases,Abduction Cases,Murder Cases,Total Crimes,Population,Crime Rate,Arrests,Crime Clearance Rate
2020,Bihar,Patna,150,277,14,708,199168,355.48,504,71.19
2022,Meghalaya,Shillong,25,90,6,440,444657,98.95,282,64.09
2022,Telangana,Warangal,171,207,95,965,1130093,85.39,921,95.44
2018,Odisha,Bhubaneswar,183,166,56,484,1279098,37.84,397,82.02
2021,Telangana,Nizamabad,78,120,100,750,497967,150.61,640,85.33
2019,Sikkim,Namchi,81,103,85,602,1290095,46.66,377,62.62
2018,Puducherry,Mahe,186,102,84,557,1362899,40.87,437,78.46
2021,Goa,Margao,159,41,35,355,1424283,24.92,222,62.54
2022,Ladakh,Leh,155,91,100,806,902809,89.28,547,67.87
2018,Jharkhand,Jamshedpur,52,123,38,319,550453,57.95,257,80.56
2022,Jammu and Kashmir,Anantnag,79,257,54,484,1707987,28.34,275,56.82
2020,Andaman and Nicobar Islands,Diglipur,168,188,38,869,1584329,54.85,786,90.45
2021,Kerala,Kochi,131,44,10,386,1344605,28.71,255,66.06
2018,Bihar,Gaya,28,108,57,264,907613,29.09,142,53.79
2020,Arunachal Pradesh,Pasighat,65,296,58,521,1749979,29.77,284,54.51
2020,Karnataka,Mangaluru,156,69,38,664,1855347,35.79,441,66.42
2021,West Bengal,Siliguri,167,85,73,524,470042,111.48,485,92.56
2022,Assam,Silchar,36,96,87,639,1081859,59.06,539,84.35
2018,Jammu and Kashmir,Jammu,30,185,39,473,1710331,27.66,415,87.74
2019,Meghalaya,Jowai,24,21,28,522,834101,62.58,282,54.02
2021,Bihar,Muzaffarpur,161,29,41,588,125493,468.55,349,59.35
2022,Sikkim,Gyalshing,122,32,45,446,1937291,23.02,290,65.02
2019,Haryana,Faridabad,27,207,67,478,438937,108.9,450,94.14
2021,Gujarat,Ahmedabad,25,230,85,462,1142844,40.43,420,90.91
2021,Goa,Panaji,56,143,58,357,899462,39.69,221,61.9
2020,Telangana,Warangal,139,140,62,708,183268,386.32,421,59.46
2021,Odisha,Cuttack,88,57,75,377,1285664,29.32,234,62.07
2018,Meghalaya,Shillong,92,142,84,373,1886728,19.77,227,60.86
2021,Chhattisgarh,Bilaspur,54,105,76,448,1906134,23.5,412,91.96
2019,Lakshadweep,Minicoy,90,119,14,305,69846,436.67,228,74.75
2019,Delhi,South Delhi,41,226,29,738,318848,231.46,622,84.28
2022,Punjab,Amritsar,140,33,70,578,222880,259.33,436,75.43
2022,Meghalaya,Jowai,67,157,26,740,1954463,37.86,676,91.35
2019,Goa,Panaji,79,43,86,633,574365,110.21,377,59.56
2020,Ladakh,Kargil,145,75,36,559,1242214,45,406,72.63
2020,Jharkhand,Dhanbad,97,182,8,680,544662,124.85,660,97.06
2020,West Bengal,Darjeeling,81,134,94,632,783032,80.71,565,89.4
2022,West Bengal,Kolkata,132,223,55,529,1880282,28.13,398,75.24
2021,Himachal Pradesh,Mandi,166,125,75,416,1878221,22.15,319,76.68
2022,Ladakh,Kargil,38,205,15,625,1901685,32.87,594,95.04
2021,Kerala,Kozhikode,146,128,55,656,1764934,37.17,565,86.13
2020,Mizoram,Lunglei,186,49,98,528,144627,365.08,329,62.31
2021,Delhi,South Delhi,45,118,78,388,880792,44.05,341,87.89
2022,Sikkim,Namchi,12,116,32,507,998443,50.78,481,94.87
2018,Jharkhand,Ranchi,192,167,31,625,1296721,48.2,444,71.04
2021,Karnataka,Mangaluru,85,58,16,569,207079,274.77,342,60.11
2021,Chhattisgarh,Raipur,67,112,51,425,122138,347.97,249,58.59
2022,Tripura,Kailashahar,168,186,99,658,562339,117.01,500,75.99
2021,Sikkim,Namchi,171,190,49,895,1359509,65.83,519,57.99
2020,Meghalaya,Tura,135,193,98,669,921040,72.64,524,78.33
2018,Arunachal Pradesh,Tawang,30,60,20,596,1464503,40.7,392,65.77
2021,Andaman and Nicobar Islands,Diglipur,81,50,9,500,803535,62.23,290,58
2020,Puducherry,Puducherry,159,30,53,563,1760843,31.97,336,59.68
2021,Arunachal Pradesh,Tawang,10,127,80,488,487143,100.18,276,56.56
2019,Chhattisgarh,Raipur,100,280,65,561,1896195,29.59,342,60.96
2021,Delhi,New Delhi,92,142,16,313,1886217,16.59,310,99.04
2022,Goa,Vasco da Gama,19,141,41,286,127714,223.94,282,98.6
2018,Dadra and Nagar Haveli and Daman and Diu,Daman,187,300,21,979,1200572,81.54,835,85.29
2018,Mizoram,Champhai,196,189,72,661,1798789,36.75,493,74.58
2018,Kerala,Kozhikode,39,257,48,404,1743283,23.17,377,93.32
2020,Haryana,Faridabad,96,104,41,381,1850616,20.59,280,73.49
2022,Rajasthan,Udaipur,119,27,63,466,1087860,42.84,241,51.72
2021,Telangana,Hyderabad,136,53,43,660,1086374,60.75,530,80.3
2020,Punjab,Jalandhar,153,46,80,730,1910092,38.22,552,75.62
2020,Karnataka,Mysuru,177,159,49,761,1227604,61.99,487,63.99
2019,Uttar Pradesh,Lucknow,109,96,44,578,1221949,47.3,416,71.97
2022,Mizoram,Champhai,154,247,60,531,1705330,31.14,492,92.66
2020,Delhi,South Delhi,75,79,53,457,1447588,31.57,409,89.5
2020,Nagaland,Mokokchung,62,61,41,596,683925,87.14,483,81.04
2019,Andhra Pradesh,Vijayawada,27,181,35,342,1543018,22.16,208,60.82
2019,Karnataka,Mysuru,196,293,71,1022,1849753,55.25,864,84.54
2019,Karnataka,Bengaluru,75,284,22,551,332969,165.48,494,89.66
2020,Goa,Margao,118,115,85,387,1264393,30.61,298,77
2019,Madhya Pradesh,Bhopal,44,132,97,414,1928535,21.47,265,64.01
2020,Chhattisgarh,Bilaspur,26,62,18,432,514774,83.92,380,87.96
2022,Assam,Dibrugarh,162,157,6,521,676322,77.03,480,92.13
2019,Sikkim,Gangtok,22,139,22,364,115773,314.41,337,92.58
2019,Karnataka,Mangaluru,12,273,13,404,1309403,30.85,255,63.12
2019,Bihar,Gaya,74,53,98,449,445168,100.86,421,93.76
2022,Delhi,Central Delhi,12,177,49,673,955189,70.46,659,97.92
2018,Sikkim,Gyalshing,79,255,32,732,691769,105.82,686,93.72
2021,Andaman and Nicobar Islands,Port Blair,174,56,68,511,458192,111.53,452,88.45
2020,Maharashtra,Nagpur,186,67,92,506,1718494,29.44,365,72.13
2018,Odisha,Cuttack,102,215,89,886,1316211,67.31,509,57.45
2020,Andaman and Nicobar Islands,Port Blair,184,132,65,535,1278688,41.84,434,81.12
2021,Meghalaya,Jowai,41,250,76,660,1127598,58.53,395,59.85
2021,West Bengal,Darjeeling,112,32,91,398,792809,50.2,307,77.14
2022,Assam,Silchar,111,30,31,631,1473798,42.81,627,99.37
2021,Delhi,New Delhi,48,71,50,384,1867774,20.56,380,98.96
2018,Mizoram,Lunglei,189,134,49,469,1358726,34.52,305,65.03
2020,Goa,Margao,190,126,64,779,1087215,71.65,557,71.5
2018,Uttarakhand,Dehradun,124,256,75,837,1243910,67.29,453,54.12
2018,Jammu and Kashmir,Anantnag,196,89,11,420,1570903,26.74,417,99.29
2020,Tamil Nadu,Madurai,126,219,12,654,1314588,49.75,395,60.4
2018,Uttarakhand,Haridwar,195,237,11,813,1567774,51.86,540,66.42
2018,Delhi,South Delhi,146,48,96,439,1068727,41.08,360,82
2022,Rajasthan,Udaipur,102,165,53,401,797858,50.26,385,96.01
2020,Dadra and Nagar Haveli and Daman and Diu,Daman,79,160,45,429,166927,257,363,84.62
2019,Madhya Pradesh,Indore,101,294,27,480,1253535,38.29,354,73.75
2018,Kerala,Kochi,179,25,50,550,723237,76.05,362,65.82
2020,Jharkhand,Jamshedpur,188,119,95,797,355263,224.34,643,80.68
2018,Kerala,Kozhikode,150,97,77,521,914781,56.95,285,54.7
2020,Kerala,Thiruvananthapuram,38,54,69,557,1366677,40.76,337,60.5
2021,Bihar,Gaya,159,95,66,763,1335537,57.13,447,58.58
2022,Puducherry,Mahe,16,275,44,670,199172,336.39,522,77.91
2021,Andhra Pradesh,Visakhapatnam,73,143,54,507,738360,68.67,426,84.02
2019,Lakshadweep,Agatti,97,149,86,687,420969,163.19,416,60.55
2022,Nagaland,Dimapur,113,200,46,661,1883706,35.09,388,58.7
2020,Uttar Pradesh,Agra,193,170,36,700,473231,147.92,520,74.29
2022,Uttar Pradesh,Kanpur,198,144,89,571,837329,68.19,336,58.84
2019,Madhya Pradesh,Bhopal,164,170,79,662,1986796,33.32,590,89.12
2018,Delhi,New Delhi,56,80,79,554,1914707,28.93,354,63.9
2021,Sikkim,Namchi,36,63,78,446,817422,54.56,305,68.39
2021,Nagaland,Mokokchung,20,63,86,389,67938,572.58,224,57.58
2020,Nagaland,Mokokchung,69,154,56,759,1246798,60.88,528,69.57
2019,Lakshadweep,Kavaratti,153,125,86,827,666661,124.05,693,83.8
2021,West Bengal,Darjeeling,160,260,57,535,232778,229.83,463,86.54
2021,Jammu and Kashmir,Jammu,153,165,14,665,651867,102.01,627,94.29
2021,Tripura,Kailashahar,195,99,74,763,1311890,58.16,662,86.76
2022,Andaman and Nicobar Islands,Port Blair,192,228,27,561,553465,101.36,454,80.93
2022,Gujarat,Vadodara,74,123,81,552,1659278,33.27,307,55.62
2021,Lakshadweep,Agatti,129,274,94,779,627559,124.13,501,64.31
2018,Assam,Silchar,145,62,98,443,1407058,31.48,312,70.43
2020,Punjab,Ludhiana,188,112,74,734,866217,84.74,470,64.03
2018,Arunachal Pradesh,Itanagar,150,159,17,468,462312,101.23,283,60.47
2018,Uttar Pradesh,Agra,121,65,82,562,176177,319,500,88.97
2022,Rajasthan,Jodhpur,26,84,64,476,704337,67.58,259,54.41
2020,West Bengal,Siliguri,141,236,75,754,146618,514.26,527,69.89
2019,Nagaland,Mokokchung,89,179,81,652,389550,167.37,330,50.61
2020,Jharkhand,Ranchi,171,74,43,679,528382,128.51,346,50.96
2022,Gujarat,Surat,149,279,12,859,1685208,50.97,818,95.23
2018,Tamil Nadu,Chennai,118,215,27,613,1765379,34.72,560,91.35
2019,Odisha,Rourkela,164,88,33,511,898751,56.86,451,88.26
2018,Arunachal Pradesh,Itanagar,20,219,27,632,876523,72.1,319,50.47
2019,Mizoram,Champhai,136,227,54,595,935469,63.6,501,84.2
2022,Bihar,Muzaffarpur,151,183,20,711,1444720,49.21,455,63.99
2021,Tripura,Agartala,197,96,60,797,157384,506.4,422,52.95
2021,Meghalaya,Jowai,188,33,5,345,1475583,23.38,278,80.58
2021,Delhi,New Delhi,109,283,63,791,1259141,62.82,539,68.14
2018,Andaman and Nicobar Islands,Diglipur,26,34,5,142,308194,46.07,133,93.66
2019,Karnataka,Mangaluru,34,141,62,626,135701,461.31,458,73.16
2020,Sikkim,Namchi,117,86,48,698,1101899,63.35,506,72.49
2021,Gujarat,Vadodara,156,97,80,475,319401,148.72,283,59.58
2019,Himachal Pradesh,Kangra,109,118,10,388,835414,46.44,357,92.01
2018,Assam,Dibrugarh,29,286,100,604,1348336,44.8,565,93.54
2018,Meghalaya,Tura,28,190,64,734,1893945,38.76,440,59.95
2022,Meghalaya,Jowai,126,118,71,468,1623152,28.83,466,99.57
2018,Sikkim,Gangtok,55,119,12,285,407546,69.93,172,60.35
2021,Rajasthan,Udaipur,71,91,69,720,736055,97.82,580,80.56
2021,West Bengal,Kolkata,81,282,90,947,1355141,69.88,692,73.07
2021,West Bengal,Kolkata,88,145,16,574,185519,309.4,445,77.53
2021,Manipur,Churachandpur,49,24,50,576,994443,57.92,464,80.56
2022,Telangana,Warangal,188,289,33,901,1925505,46.79,620,68.81
2018,Rajasthan,Udaipur,33,146,5,515,201964,255,392,76.12
2019,Nagaland,Dimapur,137,108,6,576,1860679,30.96,414,71.88
2020,Chhattisgarh,Raipur,95,104,100,380,532413,71.37,194,51.05
2022,Lakshadweep,Kavaratti,123,187,42,676,521367,129.66,491,72.63
2020,Bihar,Gaya,83,202,16,755,1380948,54.67,675,89.4
2020,Maharashtra,Nagpur,160,28,82,526,1343872,39.14,477,90.68
2019,Lakshadweep,Minicoy,103,295,11,559,1150793,48.58,503,89.98
2018,Assam,Guwahati,78,78,27,438,737385,59.4,245,55.94
2020,Nagaland,Kohima,17,193,30,664,1130503,58.73,438,65.96
2019,Rajasthan,Udaipur,114,47,7,338,1969893,17.16,217,64.2
2021,Gujarat,Vadodara,69,255,55,497,1840723,27,273,54.93
2021,Puducherry,Puducherry,196,190,75,926,235627,392.99,720,77.75
2020,Uttarakhand,Dehradun,200,236,79,958,457315,209.48,779,81.32
2019,Manipur,Churachandpur,77,134,43,703,1039786,67.61,695,98.86
2021,Punjab,Amritsar,66,197,98,518,1989808,26.03,494,95.37
2018,Arunachal Pradesh,Itanagar,160,185,39,507,413324,122.66,466,91.91
2020,Bihar,Patna,136,207,99,726,1660350,43.73,404,55.65
2020,Jammu and Kashmir,Anantnag,162,90,81,478,1472422,32.46,425,88.91
2019,Uttar Pradesh,Agra,188,287,44,796,1500018,53.07,743,93.34
2019,Himachal Pradesh,Shimla,58,245,20,669,201355,332.25,409,61.14
2021,Maharashtra,Mumbai,115,95,33,454,342641,132.5,388,85.46
2018,Assam,Silchar,105,143,27,585,915967,63.87,528,90.26
2021,Jharkhand,Dhanbad,78,188,21,455,136938,332.27,409,89.89
2020,Andhra Pradesh,Visakhapatnam,135,188,54,526,880407,59.75,365,69.39
2021,Haryana,Gurugram,184,212,93,571,420494,135.79,561,98.25
2020,Himachal Pradesh,Mandi,189,253,88,919,831292,110.55,715,77.8
2021,West Bengal,Siliguri,103,291,68,627,1444004,43.42,436,69.54
2019,Rajasthan,Jaipur,16,230,61,413,86175,479.26,339,82.08
2019,Tamil Nadu,Madurai,92,187,97,609,239162,254.64,485,79.64
2018,Andhra Pradesh,Guntur,187,160,15,559,574763,97.26,472,84.44
2020,Maharashtra,Pune,37,69,6,427,720614,59.26,315,73.77
2022,Mizoram,Lunglei,23,269,33,408,972213,41.97,395,96.81
2022,Uttarakhand,Haridwar,196,93,83,728,446212,163.15,696,95.6
2022,Maharashtra,Mumbai,41,34,63,266,210414,126.42,149,56.02
2020,Goa,Panaji,137,220,76,594,1718126,34.57,451,75.93
2019,Andaman and Nicobar Islands,Car Nicobar,117,22,27,227,510168,44.5,117,51.54
2019,Chhattisgarh,Durg,165,286,76,767,1131123,67.81,438,57.11
2021,Lakshadweep,Agatti,126,191,84,620,485030,127.83,459,74.03
2020,Mizoram,Lunglei,134,244,50,720,304664,236.33,465,64.58
2019,West Bengal,Siliguri,120,127,100,445,1607405,27.68,277,62.25
2020,Jharkhand,Ranchi,170,89,79,734,1251294,58.66,477,64.99
2019,Andhra Pradesh,Guntur,153,132,76,790,1072525,73.66,551,69.75
2020,Himachal Pradesh,Mandi,105,287,54,824,1492870,55.2,525,63.71
2020,Himachal Pradesh,Shimla,147,238,22,820,1878153,43.66,585,71.34
2018,Jammu and Kashmir,Srinagar,169,162,33,641,321298,199.5,629,98.13
2020,Jharkhand,Ranchi,25,101,74,693,1843661,37.59,377,54.4
2020,Chhattisgarh,Durg,200,255,100,608,1499997,40.53,498,81.91
2021,Tripura,Udaipur,135,149,43,825,253051,326.02,796,96.48
2018,Haryana,Gurugram,92,86,63,570,1395434,40.85,483,84.74
2018,Andhra Pradesh,Vijayawada,104,201,92,675,1191314,56.66,443,65.63
2019,Kerala,Silvassa,116,195,51,539,1474280,36.56,518,96.1
2020,Karnataka,Bengaluru,141,260,54,783,1894671,41.33,550,70.24
2019,Uttar Pradesh,Agra,59,249,62,793,1414550,56.06,759,95.71
2020,Tamil Nadu,Madurai,175,88,52,803,1875465,42.82,596,74.22
2019,Karnataka,Bengaluru,71,45,53,334,1161819,28.75,244,73.05
2022,Uttarakhand,Nainital,45,132,95,486,915293,53.1,364,74.9
2022,Tripura,Agartala,119,165,72,682,1875094,36.37,554,81.23
2021,West Bengal,Darjeeling,95,147,6,660,373411,176.75,610,92.42
2021,Ladakh,Leh,200,24,33,326,1908526,17.08,320,98.16
2020,Chhattisgarh,Durg,175,58,10,514,873815,58.82,456,88.72
2021,Puducherry,Puducherry,56,111,84,528,427297,123.57,396,75
2021,Andhra Pradesh,Visakhapatnam,162,50,54,624,1398860,44.61,569,91.19
2019,Karnataka,Bengaluru,129,134,26,656,376330,174.32,650,99.09
2018,Bihar,Patna,61,124,13,644,418884,153.74,607,94.25
2021,Madhya Pradesh,Bhopal,56,210,98,734,570819,128.59,721,98.23
2019,Sikkim,Gyalshing,28,299,59,800,Dadra ,50.14,470,58.75
2022,Odisha,Cuttack,25,100,34,333,1304649,25.52,253,75.98
2018,Tripura,Udaipur,134,110,49,695,1911348,36.36,570,82.01
2022,Meghalaya,Tura,122,179,75,674,1535142,43.9,339,50.3
2019,Odisha,Cuttack,167,187,73,836,1359377,61.5,592,70.81
2018,Rajasthan,Jaipur,193,283,47,927,1118351,82.89,500,53.94
2020,Arunachal Pradesh,Tawang,104,247,40,509,1805407,28.19,387,76.03
2022,Karnataka,Mysuru,168,156,76,481,1209225,39.78,344,71.52
2019,West Bengal,Siliguri,114,151,78,645,1244630,51.82,441,68.37
2022,Madhya Pradesh,Bhopal,30,102,9,409,1688590,24.22,1249,60.88
2019,Daman and Diu,Daman,180,226,28,638,245517,259.86,434,68.03
2019,Rajasthan,Jaipur,84,128,59,580,1495343,38.79,378,65.17
2022,Lakshadweep,Minicoy,148,37,44,568,1203957,47.18,359,63.2
2020,Ladakh,Kargil,183,187,35,723,660521,109.46,541,74.83
2021,Maharashtra,Mumbai,41,74,49,246,659785,37.28,166,67.48
2020,Andhra Pradesh,Visakhapatnam,92,47,50,406,329951,123.05,365,89.9
2019,Meghalaya,Shillong,112,93,67,359,1435357,25.01,330,91.92
2019,Tripura,Agartala,96,24,16,466,334055,139.5,421,90.34
2021,Puducherry,Puducherry,92,295,37,528,841203,62.77,264,50
2022,Tripura,Kailashahar,25,167,59,524,723355,72.44,422,80.53
2021,Tamil Nadu,Coimbatore,149,132,68,716,776940,92.16,427,59.64
2018,West Bengal,Siliguri,33,115,15,635,1690934,37.55,601,94.65
2021,Andaman and Nicobar Islands,Diglipur,20,172,12,595,1886898,31.53,514,86.39
2019,Puducherry,Mahe,80,290,88,808,1624050,49.75,557,68.94
2018,Odisha,Cuttack,125,231,34,557,1508650,36.92,327,58.71
2019,Puducherry,Mahe,147,218,97,784,947092,82.78,736,93.88
2022,Meghalaya,Tura,134,155,25,407,1423750,28.59,218,53.56
2020,Kerala,Thiruvananthapuram,149,107,29,411,370177,111.03,220,53.53
2022,Jammu and Kashmir,Jammu,115,258,76,635,583596,108.81,494,77.8
2018,Assam,Dibrugarh,150,166,50,473,1067773,44.3,275,58.14
2021,West Bengal,Darjeeling,191,118,72,676,1629884,41.48,395,58.43
2019,Bihar,Muzaffarpur,96,218,81,794,1529785,51.9,435,54.79
2022,Goa,Margao,185,112,43,430,400460,107.38,218,50.7
2019,Punjab,Ludhiana,13,120,65,254,60619,419.01,183,72.05
2020, Daman and Diu,Diu,131,149,83,558,857608,65.06,313,56.09
2022,Bihar,Gaya,127,100,81,446,931623,47.87,348,78.03
2020,Uttarakhand,Dehradun,166,45,26,598,1529162,39.11,509,85.12
2020,Karnataka,Mangaluru,20,131,63,513,561606,91.35,309,60.23
2019,Meghalaya,Jowai,112,280,63,554,1089430,50.85,304,54.87
2022,Andaman and Nicobar Islands,Diglipur,155,36,86,726,1959449,37.05,467,64.33
2021,Sikkim,Gangtok,173,160,20,773,1184695,65.25,643,83.18
2019,Haryana,Faridabad,23,152,35,417,474573,87.87,400,95.92
2018,Haryana,Faridabad,108,276,77,833,764862,108.91,765,91.84
2018,Tripura,Agartala,94,117,81,471,961675,48.98,406,86.2
2018,Sikkim,Namchi,83,44,77,500,837711,59.69,446,89.2
2019,Uttarakhand,Haridwar,176,296,90,638,253067,252.11,562,88.09
2022,Delhi,South Delhi,28,213,46,787,1699496,46.31,573,72.81
2018,Tamil Nadu,Coimbatore,21,173,52,474,688951,68.8,441,93.04
2019,Rajasthan,Jaipur,14,101,7,481,1210916,39.72,442,91.89
2018,Odisha,Rourkela,38,167,66,460,468745,98.13,284,61.74
2021,Telangana,Warangal,104,185,19,745,218566,340.86,415,55.7
2020,Daman and Diu,Daman,172,296,73,982,283226,346.72,790,80.45
2019,Sikkim,Gyalshing,101,185,71,612,1626046,37.64,415,67.81
2022,Andaman and Nicobar Islands,Diglipur,32,290,16,398,1604830,24.8,232,58.29
2018,Madhya Pradesh,Bhopal,68,111,91,460,619260,74.28,398,86.52
2022,Andhra Pradesh,Visakhapatnam,147,191,38,795,428205,185.66,436,54.84
2019,Lakshadweep,Agatti,149,216,50,822,1243258,66.12,443,53.89
2021,Odisha,Cuttack,195,63,54,387,101216,382.35,239,61.76
2019,Tripura,Udaipur,13,220,80,490,1402412,34.94,323,65.92
2019,Kerala,Kochi,89,210,77,544,1838355,29.59,485,89.15
2019,Rajasthan,Jaipur,124,176,41,693,585533,118.35,462,66.67
2021,Andaman and Nicobar Islands,Diglipur,129,295,87,817,83802,974.92,500,61.2
2019,Karnataka,Mysuru,37,181,100,392,1241795,31.57,362,92.35
2019,Telangana,Warangal,124,103,37,424,880209,48.17,398,93.87
2020,West Bengal,Siliguri,160,173,91,752,1777953,42.3,564,75
2022,Meghalaya,Tura,73,217,35,501,426210,117.55,371,74.05
2020,Telangana,Hyderabad,55,204,79,829,938426,88.34,596,71.89
2019,Punjab,Amritsar,93,30,79,393,1715194,22.91,201,51.15
2018,Andhra Pradesh,Guntur,160,87,27,728,1069926,68.04,414,56.87
2018,Kerala,Thiruvananthapuram,130,23,53,472,1138657,41.45,239,50.64
2020,Tripura,Udaipur,96,175,18,413,144235,286.34,310,75.06
2020,Bihar,Patna,167,138,65,473,700284,67.54,382,80.76
2018,Mizoram,Aizawl,171,90,93,616,1472028,41.85,414,67.21
2018,Rajasthan,Jodhpur,80,296,93,571,1357906,42.05,328,57.44
2020,Delhi,New Delhi,157,270,90,585,1096410,53.36,506,86.5
2022,Nagaland,Dimapur,134,271,66,738,1050353,70.26,654,88.62
2018,Chhattisgarh,Bilaspur,26,42,28,279,135274,206.25,166,59.5
2019,Jammu and Kashmir,Jammu,178,63,24,733,1601989,45.76,654,89.22
2021,Telangana,Hyderabad,116,189,95,860,740391,116.15,852,99.07
2021,West Bengal,Siliguri,177,228,83,754,1290603,58.42,727,96.42
2022,Tamil Nadu,Coimbatore,106,226,30,679,666968,101.8,644,94.85
2018,Puducherry,Karaikal,176,82,26,590,1675348,35.22,466,78.98
2019,Karnataka,Bengaluru,94,68,35,581,57696,1007,505,86.92
2021,Ladakh,Kargil,95,80,20,378,1659131,22.78,248,65.61
2020,West Bengal,Siliguri,71,174,70,811,1070348,75.77,676,83.35
2022,Gujarat,Vadodara,185,240,74,692,932578,74.2,392,56.65
2019,Arunachal Pradesh,Pasighat,134,182,32,597,176426,338.39,596,99.83
2022,Tripura,Udaipur,171,36,95,494,775823,63.67,347,70.24
2022,Himachal Pradesh,Kangra,127,189,37,773,1190193,64.95,702,90.82
2019,Assam,Silchar,91,102,53,460,89266,515.31,278,60.43
2018,Jharkhand,Jamshedpur,39,147,44,543,850650,63.83,510,93.92
2020,Uttar Pradesh,Agra,180,114,22,428,1408350,30.39,400,93.46
2021,Delhi,New Delhi,21,104,16,577,793287,72.74,294,50.95
2018,Kerala,Daman,85,31,15,631,906363,69.62,369,58.48
2020,Chandigarh,Chandigarh,137,187,77,529,1044485,50.65,350,66.16
2018,Goa,Vasco da Gama,139,43,72,344,425242,80.9,295,85.76
2018,Maharashtra,Mumbai,104,260,47,819,797280,102.72,640,78.14
2018,Manipur,Thoubal,48,78,68,288,1465854,19.65,209,72.57
2022,Nagaland,Mokokchung,54,96,64,420,196741,213.48,391,93.1
2021,Nagaland,Kohima,110,113,50,441,1594557,27.66,235,53.29
2018,West Bengal,Kolkata,35,300,12,558,1543169,36.16,530,94.98
2019,Punjab,Amritsar,179,199,16,784,1192489,65.74,687,87.63
2021,Meghalaya,Shillong,183,250,26,547,390278,140.16,493,90.13
2022,Kerala,Kozhikode,97,25,87,459,899211,51.04,242,52.72
2019,Madhya Pradesh,Bhopal,11,265,73,690,1660924,41.54,652,94.49
2021,Punjab,Jalandhar,92,282,35,742,211113,351.47,425,57.28
2018,Delhi,New Delhi,47,190,39,559,367616,152.06,386,69.05
2019,Himachal Pradesh,Mandi,139,252,25,860,952748,90.27,699,81.28
2022,Nagaland,Kohima,144,38,91,491,1276791,38.46,360,73.32
2019,Tripura,Kailashahar,51,85,37,350,663476,52.75,239,68.29
2020,Nagaland,Dimapur,73,242,45,537,156451,343.24,518,96.46
2022,Chhattisgarh,Durg,187,222,46,616,119532,515.34,547,88.8
2020,Andaman and Nicobar Islands,Car Nicobar,132,251,55,521,190048,274.14,287,55.09
2018,Lakshadweep,Minicoy,151,237,100,739,1215041,60.82,539,72.94
2021,Kerala,Thiruvananthapuram,64,211,30,688,453198,151.81,448,65.12
2018,Telangana,Nizamabad,112,120,66,364,1212355,30.02,254,69.78
2020,Mizoram,Lunglei,11,185,60,391,997875,39.18,363,92.84
2018,Lakshadweep,Minicoy,39,207,100,425,176692,240.53,284,66.82
2020,Arunachal Pradesh,Pasighat,110,226,41,569,346424,164.25,301,52.9
2021,Tamil Nadu,Madurai,196,230,44,877,1906995,45.99,639,72.86
2022,Telangana,Nizamabad,193,48,80,563,1869313,30.12,374,66.43
2019,Gujarat,Ahmedabad,117,243,55,607,1302472,46.6,578,95.22
2022,Kerala,Kochi,166,93,93,416,1862656,22.33,229,55.05
2022,Madhya Pradesh,Gwalior,27,216,100,605,179531,336.99,504,83.31
